Date,SPY,TLT
2023-03-14,374.5659484863281,91.24932861328125
2023-03-15,372.22332763671875,93.0113525390625
2023-03-16,378.7540283203125,92.28372955322266
2023-03-17,374.32537841796875,93.66883087158203
2023-03-20,377.9246826171875,92.84478759765625
2023-03-21,382.8870544433594,92.04705047607422
2023-03-22,376.3601989746094,93.27433776855469
2023-03-23,377.37762451171875,93.27433776855469
2023-03-24,379.8539733886719,93.66883087158203
2023-03-27,380.564208984375,91.46846771240234
2023-03-28,379.71002197265625,91.63501739501953
2023-03-29,385.2290344238281,91.45094299316406
2023-03-30,387.4847106933594,91.87173461914062
2023-03-31,392.9461669921875,93.24806213378906
2023-04-03,394.4434509277344,93.68659973144531
2023-04-04,392.2550354003906,94.15237426757812
2023-04-05,391.22802734375,95.13672637939453
2023-04-06,392.754150390625,95.38277435302734
2023-04-10,393.15728759765625,93.84477233886719
2023-04-11,393.26287841796875,94.03814697265625
2023-04-12,391.6598815917969,93.94146728515625
2023-04-13,396.86224365234375,93.2032241821289
2023-04-14,395.89276123046875,92.35071563720703
2023-04-17,397.3133544921875,91.25215148925781
2023-04-18,397.572509765625,91.5772933959961
2023-04-19,397.5053405761719,91.48943328857422
2023-04-20,395.3360595703125,92.2716293334961
2023-04-21,395.64324951171875,91.75308990478516
2023-04-24,396.05596923828125,92.64076232910156
2023-04-25,389.7689514160156,94.00296783447266
2023-04-26,388.1181640625,93.00109100341797
2023-04-27,395.8448486328125,92.07826232910156
2023-04-28,399.223388671875,93.56356048583984
2023-05-01,398.8203430175781,90.86569213867188
2023-05-02,394.33782958984375,93.13005065917969
2023-05-03,391.6311340332031,93.64990997314453
2023-05-04,388.85723876953125,92.72476959228516
2023-05-05,396.05596923828125,92.4164047241211
2023-05-08,396.16156005859375,91.1211929321289
2023-05-09,394.4241638183594,90.79521179199219
2023-05-10,396.26708984375,91.67630004882812
2023-05-11,395.5760498046875,92.64549255371094
2023-05-12,395.05767822265625,91.87010955810547
2023-05-15,396.42071533203125,90.91854095458984
2023-05-16,393.77154541015625,90.64543914794922
2023-05-17,398.55157470703125,90.38109588623047
2023-05-18,402.39093017578125,89.71147155761719
2023-05-19,401.8053283691406,89.07708740234375
2023-05-22,401.9685974121094,88.75990295410156
2023-05-23,397.45733642578125,89.01542663574219
2023-05-24,394.57781982421875,88.57488250732422
2023-05-25,397.9948425292969,88.35460662841797
2023-05-26,403.149169921875,89.06826782226562
2023-05-30,403.302734375,89.95817565917969
2023-05-31,401.0662841796875,90.74234771728516
2023-06-01,404.87689208984375,91.09835052490234
2023-06-02,410.7318115234375,90.10009765625
2023-06-05,409.9447937011719,89.9322509765625
2023-06-06,410.83740234375,90.46229553222656
2023-06-07,409.4169006347656,89.11949920654297
2023-06-08,411.8932800292969,90.16194152832031
2023-06-09,412.63232421875,90.03824615478516
2023-06-12,416.3757019042969,90.30327606201172
2023-06-13,419.1207275390625,89.4110336303711
2023-06-14,419.6199035644531,90.12657928466797
2023-06-15,424.8221435546875,90.99234771728516
2023-06-16,423.3751525878906,90.63896942138672
2023-06-20,421.17864990234375,91.26620483398438
2023-06-21,419.02056884765625,91.48705291748047
2023-06-22,420.5331726074219,90.38276672363281
2023-06-23,417.3538818359375,91.28385925292969
2023-06-26,415.64874267578125,91.38103485107422
2023-06-27,420.20562744140625,91.14253997802734
2023-06-28,420.41748046875,91.53123474121094
2023-06-29,422.0745544433594,89.87922668457031
2023-06-30,427.0552673339844,90.93933868408203
2023-07-03,427.54669189453125,90.42378997802734
2023-07-05,426.9107971191406,89.56454467773438
2023-07-06,423.5677795410156,88.29784393310547
2023-07-07,422.4984436035156,87.76636505126953
2023-07-10,423.5677795410156,87.88150787353516
2023-07-11,426.2652893066406,88.33328247070312
2023-07-12,429.6950378417969,89.31653594970703
2023-07-13,433.1054992675781,90.25550842285156
2023-07-14,432.8357238769531,89.72400665283203
2023-07-17,434.338623046875,89.76829528808594
2023-07-18,437.56610107421875,90.17578125
2023-07-19,438.5390930175781,91.19445037841797
2023-07-20,435.62957763671875,90.08719635009766
2023-07-21,435.62957763671875,90.11376953125
2023-07-24,437.57574462890625,89.7860107421875
2023-07-25,438.7702331542969,89.61769104003906
2023-07-26,438.837646484375,89.706298828125
2023-07-27,435.9282531738281,87.96122741699219
2023-07-28,440.19610595703125,88.41297912597656
2023-07-31,441.03424072265625,88.6256103515625
2023-08-01,439.7721862792969,87.17330169677734
2023-08-02,433.65460205078125,86.24063110351562
2023-08-03,432.4118347167969,84.25096130371094
2023-08-04,430.4561462402344,85.74320983886719
2023-08-07,434.2133483886719,84.89933776855469
2023-08-08,432.3251953125,85.88532257080078
2023-08-09,429.4349060058594,86.32945251464844
2023-08-10,429.5890808105469,84.90824127197266
2023-08-11,429.3385925292969,84.71282196044922
2023-08-14,431.7085266113281,84.52628326416016
2023-08-15,426.6795959472656,84.0111083984375
2023-08-16,423.548583984375,83.35379791259766
2023-08-17,420.3211364746094,82.99850463867188
2023-08-18,420.5234680175781,83.29161071777344
2023-08-21,423.259521484375,82.18130493164062
2023-08-22,422.11309814453125,82.81196594238281
2023-08-23,426.8144836425781,84.86380767822266
2023-08-24,420.8992004394531,84.30425262451172
2023-08-25,423.866455078125,84.57957458496094
2023-08-28,426.55438232421875,84.6684341430664
2023-08-29,432.7201232910156,85.54779815673828
2023-08-30,434.50238037109375,85.45895385742188
2023-08-31,433.8665771484375,85.8409194946289
2023-09-01,434.6758117675781,84.50366973876953
2023-09-05,432.7972412109375,83.31873321533203
2023-09-06,429.8877258300781,83.52363586425781
2023-09-07,428.56787109375,83.75528717041016
2023-09-08,429.21337890625,84.07601165771484
2023-09-11,432.0361022949219,83.47017669677734
2023-09-12,429.6661376953125,83.9512939453125
2023-09-13,430.1671447753906,83.93345642089844
2023-09-14,433.8761901855469,83.32764434814453
2023-09-15,428.648681640625,82.81980895996094
2023-09-18,428.90008544921875,83.29200744628906
2023-09-19,428.0106201171875,82.6772689819336
2023-09-20,424.0758361816406,82.9356460571289
2023-09-21,417.0664978027344,80.80634307861328
2023-09-22,416.12872314453125,81.45669555664062
2023-09-25,417.878662109375,79.45215606689453
2023-09-26,411.73944091796875,79.17595672607422
2023-09-27,411.90374755859375,78.7661361694336
2023-09-28,414.2917785644531,79.00668334960938
2023-09-29,413.2863464355469,79.01558685302734
2023-10-02,413.1219482421875,77.69285583496094
2023-10-03,407.59185791015625,76.02155303955078
2023-10-04,410.5599670410156,77.09406280517578
2023-10-05,410.40521240234375,76.70972442626953
2023-10-06,415.2779541015625,75.78024291992188
2023-10-09,417.9366455078125,77.55880737304688
2023-10-10,420.1119079589844,77.45155334472656
2023-10-11,421.832763671875,79.0692138671875
2023-10-12,419.26116943359375,76.92425537109375
2023-10-13,417.1728210449219,78.30060577392578
